"Computer Name","IP Address","OS","CPU","Last Report Time"
"408ITSPC022","172.20.69.66","Win10 10.0.18362.418 (1903)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:55:02 +0000"
"408ITSPC023","172.20.70.13","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:16:27 +0000"
"408LLPLT009","172.16.5.163","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Mon, 04 Nov 2019 04:41:30 +0000"
"408LLPLT008","172.16.2.236","Win10 10.0.17134.706 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:55:32 +0000"
"408LLPLT007","172.16.3.185","Win10 10.0.18362.239 (1903)","2500 MHz Core i5-6300U","Mon, 04 Nov 2019 04:57:22 +0000"
"408LLPLT006","172.16.3.214","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:36:43 +0000"
"408LLPLT005","172.16.5.60","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:32:39 +0000"
"408LLPLT004","172.16.6.237","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:56:55 +0000"
"408LLPLT003","172.16.5.176","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:32:03 +0000"
"408LLPLT010","172.16.1.251","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Mon, 04 Nov 2019 04:58:39 +0000"
"408LLPLT002","172.16.1.187","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Mon, 04 Nov 2019 04:40:09 +0000"
"408ITSPC082","172.20.71.136","Win10 10.0.17134.1009 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:15:07 +0000"
"408ITSPC081","172.20.70.58","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:08:38 +0000"
"408ITSPC080","172.20.68.30","Win10 10.0.17134.1009 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:03:42 +0000"
"408ITSPC079","172.20.69.124","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:49:49 +0000"
"408ITSPC078","172.20.68.68","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:15:40 +0000"
"408ITSPC077","172.20.70.77","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:11:42 +0000"
"408ITSPC072","172.20.69.13","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:15:46 +0000"
"408LLPLT001","172.16.5.182","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Mon, 04 Nov 2019 04:35:10 +0000"
"408ITSPC071","172.20.70.83","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:10:45 +0000"
"408RAD10VM01","172.16.76.50","Win10 10.0.17763.379 (1809)","2500 MHz Xeon","Tue, 05 Nov 2019 17:55:09 +0000"
"408RADLT002","192.168.1.71
172.19.174.85","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Sun, 03 Nov 2019 11:42:59 +0000"
"408RADPC009","192.168.242.20","Win10 10.0.17134.590 (1803)","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:12:31 +0000"
"408RADPC008","192.168.242.21","Win10 10.0.17134.590 (1803)","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:12:58 +0000"
"408RADPC007","192.168.242.19","Win10 10.0.17134.590 (1803)","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:07:22 +0000"
"408RADPC006","192.168.242.17","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:10:43 +0000"
"408RADPC005","192.168.242.15","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 17:56:21 +0000"
"408RADPC004","192.168.242.11","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 17:50:10 +0000"
"408RADPC003","192.168.242.16","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:08:53 +0000"
"408RADLT001","192.168.0.105
172.19.172.4","Win10 10.0.17134.829 (1803)","2500 MHz Core i5-6300U","Sun, 03 Nov 2019 18:54:04 +0000"
"408RADPC002","192.168.242.10","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 17:43:51 +0000"
"408RADLT010","10.119.173.134
172.19.173.105","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:53:28 +0000"
"408RADLT009","192.168.0.49
192.168.0.23
172.19.175.156","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 00:55:12 +0000"
"408RADLT008","10.0.0.172
172.19.174.33","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Mon, 04 Nov 2019 03:51:08 +0000"
"408RADLT007","192.168.1.196
172.19.174.221","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Sun, 03 Nov 2019 22:14:10 +0000"
"408RADLT006","192.168.1.8
172.19.174.184","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:59:39 +0000"
"408RADLT004","192.168.1.97
172.19.173.173","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 03:38:08 +0000"
"408RADLT003","192.168.1.69
172.19.172.54","Win10 10.0.17134.829 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:57:23 +0000"
"408RADPC001","192.168.242.9","Win7 6.1.7601","3600 MHz Xeon W-2133","Tue, 05 Nov 2019 18:02:21 +0000"
"408ITSPC069","172.20.69.47","Win10 10.0.17763.475 (1809)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:14:15 +0000"
"408ITSPC068","172.20.69.85","Win10 10.0.17763.475 (1809)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 17:59:20 +0000"
"408ITSPC066","172.20.69.132","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:56:24 +0000"
"408ITSPC040","172.20.69.133","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:06:34 +0000"
"408ITSPC039","172.20.69.78","Win10 10.0.17134.1069 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:45:37 +0000"
"408ITSPC038","172.20.71.56","Win7 6.1.7601","2900 MHz Core i5-4570S","Tue, 05 Nov 2019 18:04:19 +0000"
"408ITSPC037","172.20.68.48","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:00:47 +0000"
"408ITSPC036","172.20.69.17","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-8500","Tue, 05 Nov 2019 17:28:19 +0000"
"408ITSPC035","172.20.68.84","Win10 10.0.18362.418 (1903)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:09:09 +0000"
"408ITSPC034NEW","172.20.71.58","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 29 Oct 2019 14:34:08 +0000"
"408ITSPC042","172.20.68.34","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:48:43 +0000"
"408ITSPC034","172.20.71.123","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 29 Oct 2019 14:34:17 +0000"
"408ITSPC032","172.20.69.96","Win10 10.0.17134.1069 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 17:49:04 +0000"
"408ITSPC031","172.20.69.54","Win10 10.0.17134.1069 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:11:57 +0000"
"408ITSPC030","172.20.68.16","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:08:00 +0000"
"408ITSPC029","172.20.69.33","Win10 10.0.18362.418 (1903)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:04:48 +0000"
"408ITSPC027","172.20.69.39","Win10 10.0.18362.418 (1903)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:12:17 +0000"
"408ITSPC026","172.20.70.54","Win10 10.0.18362.418 (1903)","3300 MHz Core i5-4590","Tue, 29 Oct 2019 19:19:46 +0000"
"408ITSPC024","172.20.70.5","Win10 10.0.17134.1009 (1803)","3600 MHz Core i7-7700","Tue, 05 Nov 2019 17:44:57 +0000"
"408ITSPC033","172.20.68.83","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-8500","Tue, 05 Nov 2019 17:35:31 +0000"
"408ITSPC043","172.20.69.92
172.19.229.65
172.30.242.97","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:27:41 +0000"
"408ITSPC044","172.20.68.24","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:37:49 +0000"
"408ITSPC045","172.20.68.39","Win10 10.0.17134.1009 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 17:33:58 +0000"
"408ITSPC065","172.20.69.95","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:05:59 +0000"
"408ITSPC064","172.20.68.13","Win10 10.0.17134.1009 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:04:23 +0000"
"408ITSPC063","172.20.68.26","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:13:43 +0000"
"408ITSPC062","172.20.69.20
192.168.56.1","Win10 10.0.18362.357 (1903)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:23:35 +0000"
"408ITSPC061","172.20.69.149","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:42:44 +0000"
"408ITSPC060","172.20.69.26","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:56:15 +0000"
"408ITSPC059","172.20.69.31","Win10 10.0.17134.1009 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 17:57:42 +0000"
"408ITSPC058","172.20.69.16","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:19:53 +0000"
"408ITSPC057","172.20.69.11","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:15:28 +0000"
"408ITSPC056","172.20.69.69","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:13:41 +0000"
"408ITSPC054","172.20.68.88","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:53:42 +0000"
"408ITSPC052","172.20.69.88","Win10 10.0.17134.1009 (1803)","3000 MHz Core i5-4590S","Fri, 25 Oct 2019 19:10:54 +0000"
"408ITSPC051","172.20.69.55","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:31:24 +0000"
"408ITSPC050","172.20.69.61","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:33:45 +0000"
"408ITSPC049","172.20.69.137","Win10 10.0.17763.379 (1809)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:02:57 +0000"
"408ITSPC048","172.20.68.21","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:22:35 +0000"
"408ITSPC046","172.20.68.74","Win10 10.0.17134.1009 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:06:04 +0000"
"404RBLPC022","172.24.209.108","Win10 10.0.17134.590 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:04:19 +0000"
"207OBGPC014","172.19.72.197","Win10 10.0.17134.590 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:16:33 +0000"
"207OBGPC013","172.19.73.47","Win10 10.0.17134.829 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 17:03:02 +0000"
"207OBGPC012","172.19.72.223","Win10 10.0.17134.590 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 17:48:34 +0000"
"102GPHPC008","172.25.1.210","Win10 10.0.17134.829 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:32:59 +0000"
"102GPHPC007","172.25.2.48","Win7 6.1.7601","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:07:17 +0000"
"102GPHPC006","172.25.1.151","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:08:09 +0000"
"102GPHPC004","172.25.1.175","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:15:52 +0000"
"102GPHPC003","172.25.2.53","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:07:08 +0000"
"102GPHPC002","172.25.0.51","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:13:36 +0000"
"102GPHPC001","172.25.20.54","Win10 10.0.14393.0 (1607)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:05:21 +0000"
"102GPHPC009","172.25.1.236","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:06:56 +0000"
"102GPHLT007","172.16.4.45","Win10 10.0.17134.590 (1803)","2300 MHz Core i5-5300U","Wed, 30 Oct 2019 20:41:27 +0000"
"102GPHLT005","172.16.4.150","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Thu, 31 Oct 2019 20:49:14 +0000"
"102GPHLT004","172.16.0.80","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 16:43:25 +0000"
"102GPHLT003","172.16.4.188","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:42:41 +0000"
"102GPHLT002","172.16.4.55","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:16:33 +0000"
"102GPHLT001","172.16.3.72","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 16:05:51 +0000"
"102GNSPC990","172.25.19.171","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:12:28 +0000"
"102GNSPC002","172.25.18.47","Win7 6.1.7601","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:09:58 +0000"
"102GPHLT006","172.16.5.141","Win10 10.0.17134.590 (1803)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 18:16:36 +0000"
"102GNSPC001","172.25.19.5","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:16:08 +0000"
"102GPHPC010","172.25.1.135","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:16:19 +0000"
"102GPHPC012","172.25.1.184","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:00:52 +0000"
"102GPHPC990","172.25.2.13","Win7 6.1.7601","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:08:02 +0000"
"102GPHPC024","172.25.0.69","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:55:09 +0000"
"102GPHPC023","172.25.3.89","Win7 6.1.7601","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:11:18 +0000"
"102GPHPC022NEW","172.25.5.169","Win10 10.0.18362.418 (1903)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 14:40:28 +0000"
"102GPHPC022","172.25.1.154","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:01:23 +0000"
"102GPHPC021","172.25.1.206","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:45:37 +0000"
"102GPHPC020","172.25.1.170","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:09:47 +0000"
"102GPHPC011","172.25.1.213","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:02:33 +0000"
"102GPHPC019NEW","172.25.5.22","Win10 10.0.17134.1009 (1803)","3300 MHz Core i5-4590","Mon, 04 Nov 2019 19:24:30 +0000"
"102GPHPC018","172.25.1.224","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:11:35 +0000"
"102GPHPC017","172.25.1.185","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:54:57 +0000"
"102GPHPC016","172.25.0.64","Win10 10.0.17134.829 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:08:48 +0000"
"102GPHPC015","172.25.0.11","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:16:34 +0000"
"102GPHPC014","172.25.1.148","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:02:43 +0000"
"102GPHPC013OLD","172.25.4.5","Win7 6.1.7601","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:12:51 +0000"
"102GPHPC013","172.25.1.35","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:16:01 +0000"
"102GPHPC019","172.25.0.22","Win7 6.1.7601","2900 MHz Core i5-4570S","Tue, 05 Nov 2019 18:06:39 +0000"
"102GRPPC001","172.25.29.229","Win10 10.0.17134.1006 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:15:10 +0000"
"102GMEPC004","172.16.3.230","Win10 10.0.17134.829 (1803)","2100 MHz Core i5-8500T","Tue, 05 Nov 2019 18:16:11 +0000"
"102GMEPC001","10.88.126.10","Win10 10.0.17134.829 (1803)","2100 MHz Core i5-8500T","Tue, 05 Nov 2019 18:02:03 +0000"
"102FSCLT018","172.25.5.246","Win10 10.0.17134.1069 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Tue, 05 Nov 2019 18:10:23 +0000"
"102FSCLT010","172.16.6.208","Win10 10.0.18362.418 (1903)","2100 MHz Core i7-8650U","Mon, 04 Nov 2019 21:48:22 +0000"
"102FSCLT009","172.16.7.63","Win10 10.0.17134.1069 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Tue, 05 Nov 2019 18:11:58 +0000"
"102FSCLT007","172.16.2.69","Win10 10.0.17134.1069 (1803)","2600 MHz Core i5-4310U","Tue, 29 Oct 2019 19:44:54 +0000"
"102FSCLT006","172.16.5.47","Win10 10.0.18362.418 (1903)","1800 MHz Core i5-8250U","Tue, 05 Nov 2019 15:05:56 +0000"
"102FSCLT005","172.16.0.130","Win10 10.0.17134.1009 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Tue, 05 Nov 2019 14:46:48 +0000"
"102FSCLT004","172.16.5.223","Win10 10.0.17134.1069 (1803)","1900 MHz Core i5-8350U","Tue, 05 Nov 2019 18:15:33 +0000"
"102FSCLT022","172.25.11.221","Win10 10.0.17134.1009 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Mon, 04 Nov 2019 19:35:53 +0000"
"102FSCLT002","172.16.5.37","Win10 10.0.17134.590 (1803)","2600 MHz Core i5-4310U","Tue, 05 Nov 2019 18:03:43 +0000"
"102FSC","172.16.6.33","Win10 10.0.17134.1069 (1803)","2700 MHz Core i5-7200U","Mon, 04 Nov 2019 20:54:51 +0000"
"102EVSPC007","172.25.1.43","Win10 10.0.17134.885 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:12:33 +0000"
"102EVSPC006","172.25.1.179","Win10 10.0.17134.885 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:16:10 +0000"
"102EVSPC005","172.25.1.217","Win10 10.0.17134.885 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:10:28 +0000"
"102EVSPC004","172.25.1.119","Win10 10.0.17134.590 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:08:42 +0000"
"102EVSPC003","172.25.1.100","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:55:26 +0000"
"102EVSPC002","172.25.0.95","Win10 10.0.17134.829 (1803)","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:53:03 +0000"
"102FSCLT001","192.168.1.2
172.19.170.249","Win10 10.0.18362.357 (1903)","1900 MHz Core i5-8350U","Wed, 30 Oct 2019 14:56:32 +0000"
"102GMEPC002","10.88.126.36","Win10 10.0.17134.829 (1803)","2100 MHz Core i5-8500T","Tue, 05 Nov 2019 17:57:09 +0000"
"102FSCLT030","172.16.7.72","Win10 10.0.18362.418 (1903)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Mon, 04 Nov 2019 21:28:56 +0000"
"102FSCLT100","192.168.88.32
172.19.171.55","Win10 10.0.17134.984 (1803)","2200 MHz Ryzen 7 PRO 2700U w/ Radeon Vega Mobile Gfx","Tue, 22 Oct 2019 22:01:59 +0000"
"102FSCPC210","172.25.4.39","Win10 10.0.18362.357 (1903)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:16:46 +0000"
"102FSCPC100","172.25.5.136","Win10 10.0.18362.418 (1903)","3200 MHz Core i7-8700","Tue, 05 Nov 2019 18:05:09 +0000"
"102FSCPC075","172.25.4.34","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:59:50 +0000"
"102FSCPC050","172.16.6.122
172.25.5.209
192.168.233.1
192.168.188.1","Win10 10.0.17134.1069 (1803)","3000 MHz Core i5-8500","Tue, 05 Nov 2019 18:09:33 +0000"
"102FSCPC043","172.25.5.10","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:57:25 +0000"
"102FSCPC033","172.25.5.139","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:49:07 +0000"
"102FSCPC020","172.25.4.19","Win10 10.0.17134.1069 (1803)","3200 MHz Core i5-6500","Tue, 05 Nov 2019 18:05:48 +0000"
"102FSCLT040","172.16.1.196","Win10 10.0.18362.30 (1903)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 18:09:36 +0000"
"102FSCPC015","192.168.1.31
172.19.171.219","Win10 10.0.18362.418 (1903)","2100 MHz Core i5-8500T","Mon, 04 Nov 2019 01:10:49 +0000"
"102FSCPC010","172.25.4.48","Win10 10.0.18362.418 (1903)","3600 MHz Core i7-7700","Tue, 05 Nov 2019 17:55:50 +0000"
"102FSCPC007","172.25.5.55
192.168.174.1
192.168.160.1","Win10 10.0.18362.418 (1903)","3700 MHz Xeon E-2176G","Tue, 05 Nov 2019 18:05:30 +0000"
"102FSCPC006","172.25.5.176","Win10 10.0.18362.418 (1903)","3000 MHz Core i5-8500","Tue, 05 Nov 2019 17:53:43 +0000"
"102FSCPC005","172.25.5.208","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 16:26:42 +0000"
"102FSCPC003","172.25.4.75","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:01:07 +0000"
"102FSCPC002","172.25.5.200
192.168.5.1
192.168.32.1","Win10 10.0.18362.418 (1903)","3700 MHz Xeon E-2176G","Tue, 05 Nov 2019 18:00:36 +0000"
"102FSCLT101","192.168.2.48
172.19.170.77","Win10 10.0.18362.418 (1903)","2500 MHz Core i5-6300U","Wed, 30 Oct 2019 22:00:49 +0000"
"102FSCPC011","172.25.5.199","Win10 10.0.18362.418 (1903)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 17:32:05 +0000"
"102EVSPC001","172.25.1.101","Win10 10.0.17134.885 (1803)","3200 MHz Ryzen 5 PRO 2400GE w/ Radeon Vega Graphics ","Tue, 05 Nov 2019 18:16:09 +0000"
"102GSVPC990","172.25.16.43","Win10 10.0.17134.885 (1803)","3300 MHz Core i5-4590","Tue, 05 Nov 2019 18:12:16 +0000"
"102HIMLT002","172.16.6.173","Win10 10.0.17134.1009 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Mon, 04 Nov 2019 21:14:59 +0000"
"102OCCPC005","172.25.3.171","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:06:16 +0000"
"102OCCPC004","172.25.2.77","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:11:07 +0000"
"102OCCPC003","172.25.2.91","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 18:11:32 +0000"
"102OCCPC002","172.25.3.244","Win7 6.1.7601","3400 MHz Core i5-3570","Tue, 05 Nov 2019 17:43:11 +0000"
"102OCCPC001","172.25.2.93","Win7 6.1.7601","3000 MHz Core i5-4590S","Tue, 05 Nov 2019 17:50:35 +0000"
"102OCCLT008","172.16.5.184","Win10 10.0.18362.30 (1903)","2500 MHz Core i5-6300U","Tue, 05 Nov 2019 17:51:21 +0000"
"102OCCLT007","172.16.7.223
172.25.3.36","Win10 10.0.17134.590 (1803)","2000 MHz Ryzen 5 PRO 2500U w/ Radeon Vega Mobile Gfx","Tue, 05 Nov 2019 18:13:07 +0000"
"102OCCPC007","172.25.3.46","Win7 6.1.7601","3300 MHz Core i5-4590","Tue, 05 Nov 2019 17:54:47 +0000"
